GH9.hmm	SRR7066494_k141_1000563_5
GH29.hmm	SRR7066494_k141_1000864_1
CBM9.hmm	SRR7066494_k141_1001149_2
GH99.hmm	SRR7066494_k141_1001849_4
CE15.hmm	SRR7066494_k141_1003132_1
GH109.hmm	SRR7066494_k141_1003212_1
GH3.hmm	SRR7066494_k141_1004519_8
GH109.hmm	SRR7066494_k141_100464_1
CBM38.hmm	SRR7066494_k141_1006313_1
GH4.hmm	SRR7066494_k141_1006601_1
GH29.hmm	SRR7066494_k141_1007252_2
PL1_2.hmm	SRR7066494_k141_1007298_1
GH10.hmm	SRR7066494_k141_1008392_1
GH29.hmm	SRR7066494_k141_1009533_1
GH39.hmm	SRR7066494_k141_1014113_2
GH109.hmm	SRR7066494_k141_1014153_2
GH10.hmm	SRR7066494_k141_1015178_2
GH29.hmm	SRR7066494_k141_1015639_1
GH16_3.hmm	SRR7066494_k141_101604_2
CBM9.hmm	SRR7066494_k141_1016156_1
GH109.hmm	SRR7066494_k141_1016942_1
GH23.hmm	SRR7066494_k141_1017799_9
GH109.hmm	SRR7066494_k141_1018113_1
CBM9.hmm	SRR7066494_k141_1018385_1
GH5_25.hmm	SRR7066494_k141_1018983_1
CBM38.hmm	SRR7066494_k141_1019289_1
GH2.hmm	SRR7066494_k141_1020102_1
GH16_3.hmm	SRR7066494_k141_102014_1
GH16_7.hmm	SRR7066494_k141_1020514_2
GH62.hmm	SRR7066494_k141_1021096_1
GH109.hmm	SRR7066494_k141_1021132_1
PL42.hmm	SRR7066494_k141_1021421_1
GH109.hmm	SRR7066494_k141_1022906_1
GH146.hmm	SRR7066494_k141_1023058_2
CBM85.hmm	SRR7066494_k141_1024305_1
GH109.hmm	SRR7066494_k141_1025989_11
GH43_12.hmm	SRR7066494_k141_1026132_1
GT28.hmm	SRR7066494_k141_1026172_1
GH5_13.hmm	SRR7066494_k141_1027453_1
GH10.hmm	SRR7066494_k141_1027774_2
GH10.hmm	SRR7066494_k141_1028099_1
PL11.hmm	SRR7066494_k141_1028464_3
CBM51.hmm	SRR7066494_k141_1028927_3
GH109.hmm	SRR7066494_k141_1031556_2
GH29.hmm	SRR7066494_k141_1032036_1
GT2_Glycos_transf_2.hmm	SRR7066494_k141_1033172_1
GH117.hmm	SRR7066494_k141_103333_2
GH29.hmm	SRR7066494_k141_103333_4
GH78.hmm	SRR7066494_k141_1033625_4
GT9.hmm	SRR7066494_k141_1033811_5
GT9.hmm	SRR7066494_k141_1034142_1
CBM57.hmm	SRR7066494_k141_1035286_1
GH29.hmm	SRR7066494_k141_1036246_2
GH109.hmm	SRR7066494_k141_1036870_1
CBM67.hmm	SRR7066494_k141_1037585_3
GH127.hmm	SRR7066494_k141_1037689_24
GH109.hmm	SRR7066494_k141_1038243_2
GH16_3.hmm	SRR7066494_k141_1038731_2
CE6.hmm	SRR7066494_k141_1039281_2
PL33_2.hmm	SRR7066494_k141_1039645_2
GH109.hmm	SRR7066494_k141_1040231_1
GH109.hmm	SRR7066494_k141_1040271_1
GH109.hmm	SRR7066494_k141_1040331_1
GH141.hmm	SRR7066494_k141_104045_1
PL42.hmm	SRR7066494_k141_1043308_2
GH109.hmm	SRR7066494_k141_104543_1
GH109.hmm	SRR7066494_k141_1045802_1
GH29.hmm	SRR7066494_k141_1046333_1
GT105.hmm	SRR7066494_k141_1046467_1
CBM67.hmm	SRR7066494_k141_1047946_2
CBM67.hmm	SRR7066494_k141_1047946_3
GH148.hmm	SRR7066494_k141_1048454_1
GT4.hmm	SRR7066494_k141_1049321_1
AA3.hmm	SRR7066494_k141_1049367_2
GH97.hmm	SRR7066494_k141_1049700_1
CE4.hmm	SRR7066494_k141_1050703_3
GH109.hmm	SRR7066494_k141_1050703_4
CE19.hmm	SRR7066494_k141_1051186_1
CBM51.hmm	SRR7066494_k141_1051455_2
CE19.hmm	SRR7066494_k141_1052159_2
PL1_2.hmm	SRR7066494_k141_1053057_1
CE15.hmm	SRR7066494_k141_1053914_2
GH109.hmm	SRR7066494_k141_105793_1
CBM32.hmm	SRR7066494_k141_1059767_24
CE7.hmm	SRR7066494_k141_1060028_1
GH109.hmm	SRR7066494_k141_1060371_2
GH32.hmm	SRR7066494_k141_1060474_4
GH109.hmm	SRR7066494_k141_1060619_1
GH32.hmm	SRR7066494_k141_1061050_1
GH51.hmm	SRR7066494_k141_1061141_3
GH20.hmm	SRR7066494_k141_1062425_2
GH62.hmm	SRR7066494_k141_1062547_1
GH109.hmm	SRR7066494_k141_1062862_1
CBM9.hmm	SRR7066494_k141_1062883_1
CBM9.hmm	SRR7066494_k141_1064306_2
CBM51.hmm	SRR7066494_k141_1064695_2
PL1_2.hmm	SRR7066494_k141_1064781_6
CE19.hmm	SRR7066494_k141_1064781_8
CBM4.hmm	SRR7066494_k141_1064836_9
GH148.hmm	SRR7066494_k141_106527_1
GT2_Glycos_transf_2.hmm	SRR7066494_k141_1065533_2
GH20.hmm	SRR7066494_k141_106569_4
GH28.hmm	SRR7066494_k141_1065862_1
GH109.hmm	SRR7066494_k141_1066925_2
CE19.hmm	SRR7066494_k141_1067628_1
GH62.hmm	SRR7066494_k141_1069371_1
GH28.hmm	SRR7066494_k141_1069908_8
GH113.hmm	SRR7066494_k141_1070692_2
GH18.hmm	SRR7066494_k141_1071885_1
PL10_1.hmm	SRR7066494_k141_1073692_4
GH109.hmm	SRR7066494_k141_1073996_1
GT2_Glycos_transf_2.hmm	SRR7066494_k141_1074129_1
GT105.hmm	SRR7066494_k141_1074154_1
CBM38.hmm	SRR7066494_k141_1074606_6
GH109.hmm	SRR7066494_k141_1076277_2
GH109.hmm	SRR7066494_k141_1077178_1
GT9.hmm	SRR7066494_k141_1077185_1
GH109.hmm	SRR7066494_k141_1077786_7
GH10.hmm	SRR7066494_k141_1078551_1
GH109.hmm	SRR7066494_k141_1079288_1
GH109.hmm	SRR7066494_k141_107966_2
GH109.hmm	SRR7066494_k141_107966_3
CBM9.hmm	SRR7066494_k141_1079709_11
GH39.hmm	SRR7066494_k141_1080098_1
CBM47.hmm	SRR7066494_k141_1080206_2
GH158.hmm	SRR7066494_k141_1081699_2
GT28.hmm	SRR7066494_k141_1082597_1
GH106.hmm	SRR7066494_k141_1083241_1
GT89.hmm	SRR7066494_k141_1084011_12
CE1.hmm	SRR7066494_k141_1084011_7
GH109.hmm	SRR7066494_k141_1084016_3
GH97.hmm	SRR7066494_k141_1084561_3
GH141.hmm	SRR7066494_k141_1086069_4
GH3.hmm	SRR7066494_k141_1086100_3
GH109.hmm	SRR7066494_k141_1087304_1
GT83.hmm	SRR7066494_k141_1087879_2
GH36.hmm	SRR7066494_k141_1087907_2
GH73.hmm	SRR7066494_k141_10889_4
GH5_13.hmm	SRR7066494_k141_1089157_2
GH109.hmm	SRR7066494_k141_1089213_2
GH28.hmm	SRR7066494_k141_1091044_1
GT105.hmm	SRR7066494_k141_1093138_1
GH171.hmm	SRR7066494_k141_1093430_1
GH109.hmm	SRR7066494_k141_1093430_3
GH16_14.hmm	SRR7066494_k141_109350_2
GH39.hmm	SRR7066494_k141_1093628_1
GH23.hmm	SRR7066494_k141_1093806_7
GH16_14.hmm	SRR7066494_k141_1094518_1
GH4.hmm	SRR7066494_k141_1095056_1
GT83.hmm	SRR7066494_k141_1095275_3
GH109.hmm	SRR7066494_k141_1095480_1
GH140.hmm	SRR7066494_k141_1097489_1
GH109.hmm	SRR7066494_k141_1098081_2
GH43_10.hmm	SRR7066494_k141_1100104_1
GT83.hmm	SRR7066494_k141_1100562_3
GH109.hmm	SRR7066494_k141_1100666_1
GT30.hmm	SRR7066494_k141_1100855_1
GH38.hmm	SRR7066494_k141_110131_1
GH5_36.hmm	SRR7066494_k141_1102505_1
GH109.hmm	SRR7066494_k141_1102899_2
GH2.hmm	SRR7066494_k141_1103196_1
GH4.hmm	SRR7066494_k141_1103494_2
GH109.hmm	SRR7066494_k141_1105435_1
GH109.hmm	SRR7066494_k141_1106267_2
GH109.hmm	SRR7066494_k141_1107073_1
GH109.hmm	SRR7066494_k141_1108356_1
GH109.hmm	SRR7066494_k141_1109400_5
GH9.hmm	SRR7066494_k141_1109676_4
CBM16.hmm	SRR7066494_k141_1110464_1
GH146.hmm	SRR7066494_k141_1111161_1
GH109.hmm	SRR7066494_k141_1111495_1
GH28.hmm	SRR7066494_k141_1112115_2
GT28.hmm	SRR7066494_k141_1112164_1
GT83.hmm	SRR7066494_k141_1112858_1
CBM9.hmm	SRR7066494_k141_1113167_3
GH163.hmm	SRR7066494_k141_111327_1
GH109.hmm	SRR7066494_k141_1113464_1
GH109.hmm	SRR7066494_k141_1115709_1
GH51.hmm	SRR7066494_k141_1116597_1
PL33_1.hmm	SRR7066494_k141_1117508_2
GH109.hmm	SRR7066494_k141_1118425_1
GH109.hmm	SRR7066494_k141_1119254_3
GH33.hmm	SRR7066494_k141_1119431_2
CE19.hmm	SRR7066494_k141_1120424_3
CE4.hmm	SRR7066494_k141_1120431_2
CE19.hmm	SRR7066494_k141_1120515_1
GH165.hmm	SRR7066494_k141_1120798_1
GH16_3.hmm	SRR7066494_k141_1120828_2
GH109.hmm	SRR7066494_k141_112103_3
GH43_17.hmm	SRR7066494_k141_1121216_1
GH109.hmm	SRR7066494_k141_1121725_4
PL2.hmm	SRR7066494_k141_11236_1
GH109.hmm	SRR7066494_k141_1123919_2
GH163.hmm	SRR7066494_k141_1124531_3
GH109.hmm	SRR7066494_k141_1127910_3
GH109.hmm	SRR7066494_k141_1128095_12
CBM51.hmm	SRR7066494_k141_1128227_10
GH23.hmm	SRR7066494_k141_1128251_1
GH95.hmm	SRR7066494_k141_1128364_3
GH127.hmm	SRR7066494_k141_1128900_1
GH109.hmm	SRR7066494_k141_11297_1
GH4.hmm	SRR7066494_k141_1130976_2
GH32.hmm	SRR7066494_k141_1131230_5
GH28.hmm	SRR7066494_k141_1131482_1
GH156.hmm	SRR7066494_k141_1134064_1
GT2_Glycos_transf_2.hmm	SRR7066494_k141_1137524_1
CE19.hmm	SRR7066494_k141_1138278_1
GH109.hmm	SRR7066494_k141_1139569_1
GH106.hmm	SRR7066494_k141_1139635_1
GH109.hmm	SRR7066494_k141_113994_1
GH140.hmm	SRR7066494_k141_1141201_3
GH146.hmm	SRR7066494_k141_1142441_1
GH109.hmm	SRR7066494_k141_1143879_1
GH109.hmm	SRR7066494_k141_1143879_2
GH109.hmm	SRR7066494_k141_114423_4
GH136.hmm	SRR7066494_k141_1145098_2
CE19.hmm	SRR7066494_k141_1145260_2
GH29.hmm	SRR7066494_k141_1145502_3
GH148.hmm	SRR7066494_k141_1145798_2
CE19.hmm	SRR7066494_k141_1147387_1
CE19.hmm	SRR7066494_k141_1147862_1
GH23.hmm	SRR7066494_k141_114792_1
GH109.hmm	SRR7066494_k141_1148327_1
PL38.hmm	SRR7066494_k141_1149327_2
GH88.hmm	SRR7066494_k141_1149640_1
CE17.hmm	SRR7066494_k141_1149801_1
CE1.hmm	SRR7066494_k141_1153513_2
GT105.hmm	SRR7066494_k141_1154402_10
GH109.hmm	SRR7066494_k141_1155608_2
GH10.hmm	SRR7066494_k141_1156640_5
GH143.hmm	SRR7066494_k141_1157302_1
GT28.hmm	SRR7066494_k141_1157311_1
GH28.hmm	SRR7066494_k141_1160356_2
CBM9.hmm	SRR7066494_k141_1161593_1
PL2_1.hmm	SRR7066494_k141_1162126_2
CBM22.hmm	SRR7066494_k141_1163548_1
CE1.hmm	SRR7066494_k141_1163970_1
CBM9.hmm	SRR7066494_k141_1164119_1
GH120.hmm	SRR7066494_k141_1166916_6
GH23.hmm	SRR7066494_k141_1168267_11
GH109.hmm	SRR7066494_k141_1169018_1
GH2.hmm	SRR7066494_k141_1169281_1
GH88.hmm	SRR7066494_k141_1169461_15
